scope,threshold,gate,status,values
symbol-3-fold-3,2,adverseES95RatioMax,PASS,"{""baseline"": 9.739855613642018, ""candidate"": 5.05050505050505, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 0.5185400329170299, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,2,throughputRatioMin,FAIL,"{""baseline"": 48, ""candidate"": 12, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.25, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-3,2,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6666666666666666, ""baseline"": 0.6458333333333334, ""candidate"": 0.02083333333333326, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-3-fold-3,5,precision1RatioMin,PASS,"{""baseline"": 0.8709677419354839, ""candidate"": 0.8709677419354839, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,5,precision2RatioMin,PASS,"{""baseline"": 0.7419354838709677, ""candidate"": 0.7419354838709677, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 17, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 17, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-3,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 10, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 10, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-3,5,adverseMeanRatioMax,FAIL,"{""baseline"": 2.0183336075554723, ""candidate"": 2.0183336075554723, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-3,5,adverseES95RatioMax,PASS,"{""baseline"": 9.739855613642018, ""candidate"": 9.739855613642018, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,5,throughputRatioMin,PASS,"{""baseline"": 48, ""candidate"": 48, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6458333333333334, ""baseline"": 0.6458333333333334, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-3-fold-3,10,precision1RatioMin,PASS,"{""baseline"": 0.8709677419354839, ""candidate"": 0.8709677419354839, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,10,precision2RatioMin,PASS,"{""baseline"": 0.7419354838709677, ""candidate"": 0.7419354838709677, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 17, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 17, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-3,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 10, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 10, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-3,10,adverseMeanRatioMax,FAIL,"{""baseline"": 2.0183336075554723, ""candidate"": 2.0183336075554723, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-3,10,adverseES95RatioMax,PASS,"{""baseline"": 9.739855613642018, ""candidate"": 9.739855613642018, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,10,throughputRatioMin,PASS,"{""baseline"": 48, ""candidate"": 48, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-3,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.6458333333333334, ""baseline"": 0.6458333333333334, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-3-fold-4,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8421052631578947, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-3-fold-4,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7894736842105263, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-3-fold-4,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 19, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-3-fold-4,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-3-fold-4,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.9272823226044606, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-3-fold-4,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 8.953823953823953, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-3-fold-4,1,throughputRatioMin,FAIL,"{""baseline"": 53, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-4,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.7169811320754716, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-3-fold-4,2,precision1RatioMin,PASS,"{""baseline"": 0.8421052631578947, ""candidate"": 0.9285714285714286, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.1026785714285716, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,2,precision2RatioMin,PASS,"{""baseline"": 0.7894736842105263, ""candidate"": 0.8571428571428571, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0857142857142856, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,2,winnerRetention3Min,FAIL,"{""candidate"": 0.3157894736842105, ""denominator"": 19, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 6, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-3-fold-4,2,winnerRetention5Min,FAIL,"{""candidate"": 0.3333333333333333, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 3, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-3-fold-4,2,adverseMeanRatioMax,PASS,"{""baseline"": 1.9272823226044606, ""candidate"": 1.7070410359906483, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 0.8857244296641573, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,2,adverseES95RatioMax,PASS,"{""baseline"": 8.953823953823953, ""candidate"": 5.05050505050505, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 0.5640612409347301, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,2,throughputRatioMin,FAIL,"{""baseline"": 53, ""candidate"": 15, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.2830188679245283, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-4,2,absoluteStrictLabelCoverageGapMax,FAIL,"{""acceptedCoverage"": 0.9333333333333333, ""baseline"": 0.7169811320754716, ""candidate"": 0.2163522012578617, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""FAIL""}"
symbol-3-fold-4,5,precision1RatioMin,PASS,"{""baseline"": 0.8421052631578947, ""candidate"": 0.8421052631578947, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,5,precision2RatioMin,PASS,"{""baseline"": 0.7894736842105263, ""candidate"": 0.7894736842105263, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 19, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 19, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-4,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 9, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-4,5,adverseMeanRatioMax,FAIL,"{""baseline"": 1.9272823226044606, ""candidate"": 1.9272823226044606, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-4,5,adverseES95RatioMax,PASS,"{""baseline"": 8.953823953823953, ""candidate"": 8.953823953823953, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,5,throughputRatioMin,PASS,"{""baseline"": 53, ""candidate"": 53, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.7169811320754716, ""baseline"": 0.7169811320754716, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-3-fold-4,10,precision1RatioMin,PASS,"{""baseline"": 0.8421052631578947, ""candidate"": 0.8421052631578947, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,10,precision2RatioMin,PASS,"{""baseline"": 0.7894736842105263, ""candidate"": 0.7894736842105263, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 19, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 19, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-4,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 9, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 9, ""operator"": "">="", ""status"": ""PASS""}"
symbol-3-fold-4,10,adverseMeanRatioMax,FAIL,"{""baseline"": 1.9272823226044606, ""candidate"": 1.9272823226044606, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-3-fold-4,10,adverseES95RatioMax,PASS,"{""baseline"": 8.953823953823953, ""candidate"": 8.953823953823953, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,10,throughputRatioMin,PASS,"{""baseline"": 53, ""candidate"": 53, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-3-fold-4,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.7169811320754716, ""baseline"": 0.7169811320754716, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-4-fold-1,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 1.0, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-1,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 1.0, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-1,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-4-fold-1,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-4-fold-1,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 1.3869041863197002, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-1,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 2.626970227670755, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-1,1,throughputRatioMin,FAIL,"{""baseline"": 9, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-4-fold-1,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.3333333333333333, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-1,2,precision1RatioMin,PASS,"{""baseline"": 1.0, ""candidate"": 1.0, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,2,precision2RatioMin,PASS,"{""baseline"": 1.0, ""candidate"": 1.0, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,2,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 2, ""operator"": "">="", ""status"": ""PASS""}"
symbol-4-fold-1,2,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 2, ""operator"": "">="", ""status"": ""PASS""}"
symbol-4-fold-1,2,adverseMeanRatioMax,PASS,"{""baseline"": 1.3869041863197002, ""candidate"": 0.7668711656441729, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 0.5529373789541643, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,2,adverseES95RatioMax,PASS,"{""baseline"": 2.626970227670755, ""candidate"": 1.5337423312883458, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 0.5838445807770966, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,2,throughputRatioMin,FAIL,"{""baseline"": 9, ""candidate"": 4, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.4444444444444444, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-4-fold-1,2,absoluteStrictLabelCoverageGapMax,FAIL,"{""acceptedCoverage"": 0.5, ""baseline"": 0.3333333333333333, ""candidate"": 0.16666666666666669, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""FAIL""}"
symbol-4-fold-1,5,precision1RatioMin,PASS,"{""baseline"": 1.0, ""candidate"": 1.0, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,5,precision2RatioMin,PASS,"{""baseline"": 1.0, ""candidate"": 1.0, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,5,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 2, ""operator"": "">="", ""status"": ""PASS""}"
symbol-4-fold-1,5,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 2, ""operator"": "">="", ""status"": ""PASS""}"
symbol-4-fold-1,5,adverseMeanRatioMax,FAIL,"{""baseline"": 1.3869041863197002, ""candidate"": 1.3869041863197002, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-4-fold-1,5,adverseES95RatioMax,PASS,"{""baseline"": 2.626970227670755, ""candidate"": 2.626970227670755, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,5,throughputRatioMin,PASS,"{""baseline"": 9, ""candidate"": 9, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,5,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.3333333333333333, ""baseline"": 0.3333333333333333, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-4-fold-1,10,precision1RatioMin,PASS,"{""baseline"": 1.0, ""candidate"": 1.0, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,10,precision2RatioMin,PASS,"{""baseline"": 1.0, ""candidate"": 1.0, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,10,winnerRetention3Min,PASS,"{""candidate"": 1.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 2, ""operator"": "">="", ""status"": ""PASS""}"
symbol-4-fold-1,10,winnerRetention5Min,PASS,"{""candidate"": 1.0, ""denominator"": 2, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 2, ""operator"": "">="", ""status"": ""PASS""}"
symbol-4-fold-1,10,adverseMeanRatioMax,FAIL,"{""baseline"": 1.3869041863197002, ""candidate"": 1.3869041863197002, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-4-fold-1,10,adverseES95RatioMax,PASS,"{""baseline"": 2.626970227670755, ""candidate"": 2.626970227670755, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,10,throughputRatioMin,PASS,"{""baseline"": 9, ""candidate"": 9, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 1.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""PASS""}"
symbol-4-fold-1,10,absoluteStrictLabelCoverageGapMax,PASS,"{""acceptedCoverage"": 0.3333333333333333, ""baseline"": 0.3333333333333333, ""candidate"": 0.0, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""PASS""}"
symbol-4-fold-2,1,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8461538461538461, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,1,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7692307692307693, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,1,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 6, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-4-fold-2,1,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 4, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-4-fold-2,1,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.1000571380881192, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,1,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 9.345794392523366, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,1,throughputRatioMin,FAIL,"{""baseline"": 22, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
symbol-4-fold-2,1,absoluteStrictLabelCoverageGapMax,INCONCLUSIVE,"{""acceptedCoverage"": null, ""baseline"": 0.5909090909090909, ""candidate"": null, ""limit"": 0.05, ""name"": ""absoluteStrictLabelCoverageGapMax"", ""operator"": ""<="", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,2,precision1RatioMin,INCONCLUSIVE,"{""baseline"": 0.8461538461538461, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision1RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,2,precision2RatioMin,INCONCLUSIVE,"{""baseline"": 0.7692307692307693, ""candidate"": null, ""limit"": 0.9, ""name"": ""precision2RatioMin"", ""operator"": "">="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,2,winnerRetention3Min,FAIL,"{""candidate"": 0.0, ""denominator"": 6, ""limit"": 0.9, ""name"": ""winnerRetention3Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-4-fold-2,2,winnerRetention5Min,FAIL,"{""candidate"": 0.0, ""denominator"": 4, ""limit"": 0.9, ""name"": ""winnerRetention5Min"", ""numerator"": 0, ""operator"": "">="", ""status"": ""FAIL""}"
symbol-4-fold-2,2,adverseMeanRatioMax,INCONCLUSIVE,"{""baseline"": 2.1000571380881192, ""candidate"": null, ""limit"": 0.9, ""name"": ""adverseMeanRatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,2,adverseES95RatioMax,INCONCLUSIVE,"{""baseline"": 9.345794392523366, ""candidate"": null, ""limit"": 1.0, ""name"": ""adverseES95RatioMax"", ""operator"": ""<="", ""ratio"": null, ""reason"": ""METRIC_UNDEFINED"", ""status"": ""INCONCLUSIVE""}"
symbol-4-fold-2,2,throughputRatioMin,FAIL,"{""baseline"": 22, ""candidate"": 0, ""limit"": 0.8, ""name"": ""throughputRatioMin"", ""operator"": "">="", ""ratio"": 0.0, ""reason"": ""FROZEN_RELATIVE_GATE"", ""status"": ""FAIL""}"
