symbol,dailyAvailable60,dailyHM60,intradayAvailable60,intradayHM60,archivalUniqueAvailable60,archivalUniqueHM60,validatedHandoff
65550,4,0,1,0,4,0,False
65560,0,0,0,0,0,0,False
65570,4,0,1,1,4,1,False
65580,4,1,1,0,4,1,False
65600,4,1,1,1,4,1,False
65610,4,1,1,1,4,1,False
65620,4,1,4,4,7,4,False
65630,4,0,1,0,4,0,False
65640,4,1,4,4,7,4,False
65650,4,1,1,1,4,1,False
65660,4,0,1,0,4,0,False
65670,0,0,0,0,0,0,False
65680,4,0,1,1,4,1,False
65690,0,0,0,0,0,0,False
65700,4,0,1,0,4,0,False
65710,4,1,4,3,7,3,False
65720,4,0,4,3,7,3,False
65730,4,0,4,2,7,2,False
65740,4,0,4,1,7,1,False
65770,4,0,1,1,4,1,False
65780,4,0,1,0,4,0,False
65790,4,1,1,0,4,1,False
65800,4,1,4,1,7,1,False
65840,4,1,4,4,7,4,False
65860,4,1,4,4,7,4,False
65880,4,1,4,4,7,4,False
65900,4,1,4,4,7,4,False
65920,4,1,4,3,7,3,False
65940,4,1,5,4,8,4,False
65970,4,1,4,4,7,4,False
65990,4,0,1,1,4,1,False
66120,4,1,1,0,4,1,False
66130,4,1,4,3,7,3,False
66140,4,1,1,0,4,1,False
66150,4,1,1,1,4,1,False
66160,4,1,1,1,4,1,False
66170,4,1,4,2,7,2,False
66180,0,0,0,0,0,0,False
66190,4,0,4,3,7,3,False
66200,2,0,4,2,5,2,False
66220,4,1,4,3,7,3,False
66250,4,1,4,2,7,3,False
66260,4,1,1,0,4,1,False
66270,4,1,4,4,7,4,False
66290,4,0,1,0,4,0,False
66300,4,1,4,4,7,4,False
66320,4,1,4,4,7,4,False
66330,4,0,1,0,4,0,False
66340,4,0,4,1,7,1,False
66350,2,1,1,0,2,1,False
66370,4,1,4,3,7,4,False
66380,4,1,4,4,7,4,False
66390,0,0,0,0,0,0,False
66400,4,1,0,0,4,1,False
66410,0,0,0,0,0,0,False
66430,4,1,1,0,4,1,False
66440,4,1,4,4,7,4,False
66450,4,1,5,5,8,5,False
66470,0,0,1,0,1,0,False
66480,4,1,1,1,4,1,False
66510,4,1,4,4,7,4,False
66520,4,1,4,3,7,4,False
66530,4,1,4,3,7,3,False
66540,4,1,1,0,4,1,False
66560,2,1,1,1,2,1,False
66580,4,1,1,0,4,1,False
66590,2,1,4,2,5,3,False
66620,4,0,1,0,4,0,False
66630,4,0,1,0,4,0,False
66640,4,0,1,0,4,0,False
66660,4,0,4,1,7,1,False
66680,4,1,4,4,7,4,False
66700,4,1,4,4,7,4,False
66740,4,1,4,4,7,4,False
66750,4,1,1,0,4,1,False
66760,4,0,1,1,4,1,False
66770,4,1,4,2,7,2,False
66780,4,1,1,1,4,1,False
66940,4,0,1,0,4,0,False
66960,2,1,4,2,5,2,False
66980,4,0,0,0,4,0,False
66990,4,1,1,0,4,1,False
67010,4,1,5,5,8,5,False
67020,4,1,5,5,8,5,False
67030,4,1,4,4,7,4,False
67040,2,1,0,0,2,1,False
67060,4,1,4,0,7,1,False
67070,4,1,4,4,7,4,False
67150,4,0,0,0,4,0,False
67180,4,1,1,1,4,1,False
67210,4,0,4,1,7,1,False
67230,4,1,5,5,8,5,False
67240,4,1,5,3,8,3,False
67270,4,1,4,4,7,4,False
67280,4,1,4,4,7,4,False
67300,4,1,1,1,4,1,False
67310,4,0,4,2,7,2,False
67340,4,1,1,1,4,1,False
67360,2,1,1,1,2,1,False
67370,4,1,4,4,7,4,False
67400,4,0,4,2,7,2,False
67410,4,1,4,3,7,3,False
67420,4,1,4,1,7,2,False
67430,4,0,1,1,4,1,False
67440,4,1,4,4,7,4,False
67450,4,1,1,1,4,1,False
67480,4,0,1,0,4,0,False
67500,4,1,4,4,7,4,False
67520,4,1,5,4,8,4,False
67530,4,1,5,4,8,4,False
67540,4,1,5,3,8,3,False
67550,4,1,4,0,7,1,False
67570,4,0,1,0,4,0,False
67580,4,1,5,5,8,5,False
67620,4,1,5,5,8,5,False
67630,4,1,1,1,4,1,False
67680,4,0,4,3,7,3,False
67690,4,1,1,0,4,1,False
67700,4,1,5,4,8,4,False
67710,4,0,1,0,4,0,False
67720,4,0,1,0,4,0,False
67750,4,0,1,0,4,0,False
67760,4,0,1,0,4,0,False
67770,4,1,5,4,8,4,False
67780,4,0,1,0,4,0,False
67790,4,1,4,3,7,3,False
67850,4,1,4,3,7,3,False
67860,4,0,4,0,7,0,False
67870,4,1,5,4,8,4,False
67880,4,0,1,0,4,0,False
67890,4,0,0,0,4,0,False
67940,4,1,4,4,7,4,False
67970,4,0,1,0,4,0,False
67980,4,1,1,1,4,1,False
68000,4,1,4,3,7,3,False
68030,4,0,1,0,4,0,False
68040,4,1,4,4,7,4,False
68060,4,1,4,4,7,4,False
68070,4,1,4,3,7,3,False
68090,4,1,1,0,4,1,False
68100,4,1,4,4,7,4,False
68140,4,1,5,3,8,4,False
68150,0,0,0,0,0,0,False
68170,4,1,4,4,7,4,False
68190,4,0,1,0,4,0,False
68200,4,1,1,1,4,1,False
68220,4,0,1,1,4,1,False
68230,4,1,1,1,4,1,False
68240,4,1,1,1,4,1,False
68260,0,0,0,0,0,0,False
68320,4,1,1,1,4,1,False
68340,4,1,4,4,7,4,False
68350,4,0,4,2,7,2,False
68360,4,0,4,2,7,2,False
68370,4,0,1,0,4,0,False
68380,4,1,1,1,4,1,False
68400,2,1,1,0,2,1,False
68410,4,1,4,4,7,4,False
68440,4,1,4,2,7,2,False
68450,4,1,4,4,7,4,False
68480,4,0,1,0,4,0,False
68490,4,1,4,4,7,4,False
68500,4,1,1,1,4,1,False
68530,4,1,1,0,4,1,False
68550,4,1,4,3,7,3,False
68560,4,1,4,4,7,4,False
68570,4,1,5,4,8,5,False
68580,4,1,1,0,4,1,False
68590,4,1,4,4,7,4,False
68610,4,1,4,4,7,4,False
68620,4,0,1,0,4,0,False
68630,4,1,1,1,4,1,False
68640,4,0,4,1,7,1,False
68660,4,1,1,1,4,1,False
68670,4,0,1,1,4,1,False
68690,4,1,5,4,8,4,False
68700,4,0,1,0,4,0,False
68710,4,1,4,3,7,4,False
68740,4,0,1,1,4,1,False
68750,4,1,4,4,7,4,False
68770,4,1,1,1,4,1,False
68790,4,1,1,0,4,1,False
68810,0,0,0,0,0,0,False
68820,4,0,4,2,7,2,False
68880,4,0,1,0,4,0,False
68900,4,1,4,3,7,4,False
68940,4,0,1,0,4,0,False
68970,4,0,1,0,4,0,False
68980,4,1,0,0,4,1,False
68990,4,1,1,1,4,1,False
69010,4,0,1,1,4,1,False
69020,4,1,5,5,8,5,False
69040,4,0,1,0,4,0,False
69050,4,1,4,4,7,4,False
69070,4,0,1,1,4,1,False
69080,4,1,4,4,7,4,False
69120,4,1,1,0,4,1,False
69140,4,1,5,4,8,4,False
69150,4,1,1,0,4,1,False
69160,0,0,0,0,0,0,False
69180,4,0,1,1,4,1,False
69190,4,1,1,0,4,1,False
69200,4,1,5,5,8,5,False
69230,4,1,4,4,7,4,False
69240,0,0,0,0,0,0,False
69250,4,1,4,4,7,4,False
69260,4,0,1,0,4,0,False
69270,2,0,4,1,5,1,False
69280,4,1,1,0,4,1,False
69290,4,1,4,4,7,4,False
69300,4,0,1,1,4,1,False
69320,4,1,4,3,7,3,False
69370,2,0,4,0,5,0,False
69380,0,0,0,0,0,0,False
69410,4,1,4,4,7,4,False
69420,4,0,1,1,4,1,False
69430,0,0,0,0,0,0,False
69460,4,1,4,4,7,4,False
69470,4,1,1,1,4,1,False
69510,4,1,4,4,7,4,False
69520,4,1,4,4,7,4,False
69540,4,1,5,4,8,4,False
69550,4,1,4,0,7,1,False
69570,4,1,4,0,7,1,False
69580,4,1,5,4,8,4,False
69600,4,1,1,1,4,1,False
69610,4,1,4,4,7,4,False
69620,4,1,4,3,7,3,False
69630,4,1,5,5,8,5,False
69640,4,0,1,0,4,0,False
69650,4,1,5,4,8,4,False
69660,4,1,4,4,7,4,False
69670,4,1,0,0,4,1,False
69690,4,0,1,1,4,1,False
69710,4,1,5,5,8,5,False
69730,4,1,1,0,4,1,False
69760,4,1,5,4,8,4,False
69770,4,0,1,0,4,0,False
69810,4,1,5,4,8,4,False
69820,4,0,1,0,4,0,False
69860,4,1,4,3,7,4,False
69880,4,1,5,4,8,4,False
69890,4,0,1,1,4,1,False
69930,4,0,4,0,7,0,False
69940,4,0,1,0,4,0,False
69950,4,1,5,4,8,4,False
69960,4,0,4,4,7,4,False
69970,4,1,4,4,7,4,False
69980,4,1,1,0,4,1,False
69990,4,1,4,4,7,4,False
70030,4,0,5,5,8,5,False
70040,4,1,4,4,7,4,False
70110,4,0,5,5,8,5,False
70120,4,1,5,3,8,4,False
70130,4,1,5,5,8,5,False
70140,4,1,5,5,8,5,False
70180,4,0,4,3,7,3,False
70210,4,0,1,1,4,1,False
70220,4,0,1,0,4,0,False
70300,4,0,1,1,4,1,False
70310,4,1,1,0,4,1,False
70330,4,0,4,4,7,4,False
70340,4,1,1,0,4,1,False
70350,4,1,1,0,4,1,False
70360,4,0,1,0,4,0,False
70370,4,0,1,0,4,0,False
70380,4,1,1,1,4,1,False
70390,4,0,1,1,4,1,False
70400,4,0,1,0,4,0,False
70410,4,0,1,0,4,0,False
70420,4,1,1,0,4,1,False
70430,4,0,1,0,4,0,False
70440,4,0,4,2,7,2,False
70450,0,0,0,0,0,0,False
70460,4,0,1,0,4,0,False
70470,4,1,4,4,7,4,False
70480,4,1,1,0,4,1,False
70490,4,1,1,0,4,1,False
70500,4,0,1,0,4,0,False
70570,4,0,1,1,4,1,False
70580,4,0,1,0,4,0,False
70590,4,1,4,4,7,4,False
70600,2,0,1,0,2,0,False
70610,4,1,4,2,7,2,False
70620,4,1,1,0,4,1,False
70630,4,1,4,2,7,3,False
70640,4,0,1,0,4,0,False
70650,4,0,1,0,4,0,False
70660,4,1,4,0,7,1,False
70670,4,0,1,0,4,0,False
70680,4,1,1,0,4,1,False
70690,4,0,1,1,4,1,False
70700,0,0,0,0,0,0,False
70710,4,1,4,4,7,4,False
70720,4,1,1,0,4,1,False
70730,4,0,1,0,4,0,False
70740,4,0,1,0,4,0,False
70750,0,0,1,0,1,0,False
70770,4,0,1,1,4,1,False
70780,4,1,1,1,4,1,False
70790,4,0,1,1,4,1,False
70800,4,1,1,1,4,1,False
70810,4,0,1,0,4,0,False
70820,4,1,4,2,7,3,False
70830,4,1,1,0,4,1,False
70840,4,0,1,1,4,1,False
70850,4,1,4,1,7,2,False
70860,4,0,0,0,4,0,False
70870,4,0,1,0,4,0,False
70880,4,1,4,4,7,4,False
70890,4,1,1,1,4,1,False
70900,4,0,1,0,4,0,False
70910,4,0,1,1,4,1,False
70920,2,0,1,1,2,1,False
70930,4,0,1,0,4,0,False
70940,2,1,4,4,5,4,False
70950,4,1,4,3,7,3,False
70960,4,1,4,0,7,1,False
70970,4,0,1,1,4,1,False
71020,4,1,1,1,4,1,False
71050,4,1,4,3,7,3,False
71100,4,1,1,1,4,1,False
71110,4,0,4,0,7,0,False
71120,4,1,1,0,4,1,False
71140,4,0,1,1,4,1,False
71150,4,1,4,1,7,1,False
71160,4,0,1,1,4,1,False
71190,4,1,1,0,4,1,False
71200,4,1,1,0,4,1,False
71220,4,1,1,0,4,1,False
71260,4,0,1,0,4,0,False
71270,4,0,1,0,4,0,False
71280,4,1,1,1,4,1,False
71290,4,0,1,0,4,0,False
71300,4,1,4,4,7,4,False
71310,4,1,1,1,4,1,False
71330,4,0,1,0,4,0,False
71340,4,1,1,1,4,1,False
71350,4,0,4,0,7,0,False
71380,4,1,1,0,4,1,False
71400,4,1,1,0,4,1,False
71480,4,1,5,4,8,4,False
71500,4,0,1,0,4,0,False
71570,4,1,4,3,7,4,False
71610,4,1,1,0,4,1,False
71620,4,0,1,0,4,0,False
71630,4,1,4,0,7,1,False
71640,4,1,5,4,8,4,False
71670,4,1,5,4,8,5,False
71690,0,0,0,0,0,0,False
71720,4,1,4,4,7,4,False
71729,0,0,0,0,0,0,False
71730,4,1,4,3,7,4,False
71750,4,0,1,0,4,0,False
71770,4,1,4,4,7,4,False
71800,4,1,4,4,7,4,False
71810,4,1,5,4,8,4,False
71820,4,1,5,5,8,5,False
71830,4,0,1,0,4,0,False
71840,4,1,4,4,7,4,False
71850,4,1,1,0,4,1,False
71860,4,1,5,5,8,5,False
71870,4,1,4,3,7,3,False
71890,4,1,4,3,7,3,False
71910,4,1,1,1,4,1,False
71920,4,0,1,0,4,0,False
71960,4,0,4,1,7,1,False
71980,4,1,4,2,7,3,False
71990,4,1,4,4,7,4,False
72010,4,1,5,5,8,5,False
72020,4,1,4,2,7,2,False
72030,4,1,5,5,8,5,False
72050,4,1,5,4,8,5,False
72080,4,0,1,0,4,0,False
72110,4,1,5,5,8,5,False
72120,4,1,4,2,7,2,False
72130,4,0,1,0,4,0,False
72140,4,1,1,0,4,1,False
72150,4,0,1,0,4,0,False
72170,4,0,1,0,4,0,False
72180,4,1,1,0,4,1,False
72190,4,0,1,1,4,1,False
72200,4,1,4,3,7,3,False
72220,4,1,4,0,7,1,False
72240,4,1,5,4,8,4,False
72260,4,1,4,4,7,4,False
72280,4,0,1,1,4,1,False
72290,4,1,1,1,4,1,False
72310,4,1,4,4,7,4,False
72350,4,0,1,1,4,1,False
72360,4,1,1,1,4,1,False
72380,4,1,4,1,7,2,False
72390,4,1,4,4,7,4,False
72400,4,1,5,4,8,4,False
72410,4,1,4,4,7,4,False
72420,4,1,4,3,7,3,False
72440,4,1,4,0,7,1,False
72450,4,1,4,4,7,4,False
72460,4,0,4,4,7,4,False
72470,4,1,1,0,4,1,False
72500,4,0,5,1,8,1,False
72540,4,1,1,0,4,1,False
72550,4,0,1,0,4,0,False
72560,4,0,1,0,4,0,False
72590,4,1,5,4,8,4,False
72610,4,1,5,5,8,5,False
72640,4,0,1,0,4,0,False
72650,4,0,1,0,4,0,False
72660,4,0,1,1,4,1,False
72670,4,1,5,5,8,5,False
72680,4,0,0,0,4,0,False
72690,4,1,5,5,8,5,False
72700,4,1,5,5,8,5,False
72710,4,0,1,0,4,0,False
72720,4,1,5,5,8,5,False
72730,4,0,4,1,7,1,False
72760,4,1,5,4,8,4,False
72770,4,0,1,0,4,0,False
72780,4,1,4,4,7,4,False
72790,4,1,4,0,7,1,False
72800,4,0,4,3,7,3,False
72820,4,1,5,4,8,4,False
72830,4,1,4,4,7,4,False
72840,4,1,1,0,4,1,False
72870,4,1,4,4,7,4,False
72910,4,0,1,0,4,0,False
72920,4,1,1,1,4,1,False
72940,4,1,1,1,4,1,False
72960,4,1,4,4,7,4,False
72970,4,0,1,0,4,0,False
72980,0,0,0,0,0,0,False
72990,4,1,1,0,4,1,False
73050,4,0,1,0,4,0,False
73090,4,1,4,4,7,4,False
73130,4,1,5,3,8,3,False
73140,4,0,1,0,4,0,False
73150,0,0,0,0,0,0,False
73170,4,0,1,0,4,0,False
73180,4,1,4,2,7,3,False
73200,4,1,1,1,4,1,False
73220,4,1,4,3,7,3,False
73250,4,0,1,0,4,0,False
73260,4,1,1,1,4,1,False
73270,4,1,4,3,7,3,False
73300,0,0,0,0,0,0,False
73370,4,1,4,3,7,3,False
73380,0,0,0,0,0,0,False
73390,0,0,0,0,0,0,False
73420,4,0,0,0,4,0,False
73430,4,0,1,1,4,1,False
73450,4,0,1,0,4,0,False
73470,4,1,1,1,4,1,False
73500,4,1,4,4,7,4,False
73510,4,0,1,1,4,1,False
73520,4,1,4,2,7,2,False
73530,4,1,1,0,4,1,False
73540,4,0,4,2,7,2,False
73560,4,0,4,1,7,1,False
73570,2,0,1,0,2,0,False
73580,4,1,1,0,4,1,False
73590,2,1,4,2,5,2,False
73600,4,0,1,0,4,0,False
73610,4,1,1,0,4,1,False
73620,4,0,1,0,4,0,False
73630,4,0,1,0,4,0,False
73650,0,0,0,0,0,0,False
73660,4,1,4,4,7,4,False
73670,4,0,1,0,4,0,False
73680,4,0,1,0,4,0,False
73690,4,1,1,0,4,1,False
73700,4,1,1,0,4,1,False
73710,4,0,1,0,4,0,False
73720,4,0,1,0,4,0,False
73730,4,1,4,2,7,2,False
73740,4,1,1,1,4,1,False
73750,4,1,1,0,4,1,False
73760,0,0,0,0,0,0,False
73770,4,0,1,1,4,1,False
73780,4,1,4,3,7,3,False
73790,4,0,1,0,4,0,False
73800,4,1,4,4,7,4,False
73810,4,1,4,3,7,3,False
73830,4,1,4,4,7,4,False
73840,4,1,4,4,7,4,False
73860,4,0,0,0,4,0,False
73880,4,0,4,4,7,4,False
73890,4,1,4,4,7,4,False
73990,4,0,1,0,4,0,False
74080,4,1,1,0,4,1,False
74090,4,1,1,0,4,1,False
74120,4,0,4,1,7,1,False
74130,4,0,0,0,4,0,False
74140,4,1,1,1,4,1,False
74160,4,0,1,0,4,0,False
74170,4,1,1,1,4,1,False
74190,4,1,4,4,7,4,False
74200,4,1,4,2,7,2,False
74210,2,1,4,4,5,4,False
74220,0,0,1,0,1,0,False
74250,4,1,1,0,4,1,False
74260,2,0,1,1,2,1,False
74270,4,0,1,1,4,1,False
74330,4,1,4,3,7,3,False
74340,4,0,1,1,4,1,False
74350,4,0,1,0,4,0,False
74380,4,1,1,1,4,1,False
74420,4,0,1,0,4,0,False
74430,4,0,1,0,4,0,False
74440,4,0,1,0,4,0,False
74450,4,0,1,0,4,0,False
74460,0,0,0,0,0,0,False
74470,4,1,4,4,7,4,False
74500,4,1,1,0,4,1,False
74510,4,1,1,0,4,1,False
74530,4,1,5,3,8,4,False
74550,4,0,1,0,4,0,False
74560,4,1,4,3,7,3,False
74580,4,1,5,4,8,4,False
74590,4,1,4,4,7,4,False
74600,4,1,1,0,4,1,False
74610,4,0,1,1,4,1,False
74620,4,0,1,1,4,1,False
74630,4,1,1,1,4,1,False
74640,4,0,1,0,4,0,False
74660,4,1,1,0,4,1,False
74670,4,1,1,1,4,1,False
74720,4,0,1,0,4,0,False
74750,4,1,1,1,4,1,False
74760,4,1,5,4,8,4,False
74770,4,0,1,0,4,0,False
74800,4,0,1,1,4,1,False
74810,4,1,1,0,4,1,False
74820,4,1,1,0,4,1,False
74830,4,1,4,4,7,4,False
74860,4,0,1,0,4,0,False
74870,4,0,1,1,4,1,False
74900,4,0,1,0,4,0,False
74940,4,0,1,0,4,0,False
75000,4,1,1,0,4,1,False
75010,4,0,1,0,4,0,False
75020,4,0,1,0,4,0,False
75040,4,1,1,1,4,1,False
75050,4,1,1,1,4,1,False
75060,4,0,1,0,4,0,False
75080,4,1,1,1,4,1,False
75090,4,0,1,0,4,0,False
75100,4,1,1,1,4,1,False
75120,4,1,4,3,7,4,False
75130,4,1,4,2,7,3,False
75140,4,0,1,0,4,0,False
75150,4,0,0,0,4,0,False
75160,4,1,4,4,7,4,False
75180,4,1,0,0,4,1,False
75200,4,1,1,0,4,1,False
75210,4,0,1,1,4,1,False
75220,4,0,4,2,7,2,False
75230,4,0,1,0,4,0,False
75240,4,0,1,0,4,0,False
75250,4,1,1,1,4,1,False
75270,4,0,4,0,7,0,False
75310,0,0,0,0,0,0,False
75320,4,1,5,5,8,5,False
75370,4,1,4,1,7,2,False
75380,4,0,1,0,4,0,False
75390,4,0,1,1,4,1,False
75440,4,0,1,0,4,0,False
75450,4,1,4,1,7,2,False
75500,4,1,4,4,7,4,False
75510,4,0,1,0,4,0,False
75520,4,1,4,4,7,4,False
75540,4,0,4,3,7,3,False
75550,4,0,1,0,4,0,False
75590,4,0,0,0,4,0,False
75610,4,0,1,0,4,0,False
75620,4,0,1,0,4,0,False
75640,4,1,4,4,7,4,False
75650,2,0,0,0,2,0,False
75670,4,0,1,0,4,0,False
75700,4,1,1,1,4,1,False
75710,4,0,4,0,7,0,False
75750,4,1,4,4,7,4,False
75780,4,0,1,0,4,0,False
75810,4,1,4,4,7,4,False
75850,4,0,1,0,4,0,False
75900,4,1,1,0,4,1,False
75930,4,0,4,2,7,2,False
75950,4,1,1,1,4,1,False
75960,4,1,1,0,4,1,False
75990,4,1,4,4,7,4,False
76000,4,1,1,0,4,1,False
76010,4,0,1,0,4,0,False
76020,4,0,1,0,4,0,False
76030,4,0,4,1,7,1,False
76040,4,0,1,0,4,0,False
76050,4,1,1,0,4,1,False
76060,4,1,4,4,7,4,False
76070,4,1,1,1,4,1,False
76080,4,1,1,1,4,1,False
76090,4,1,1,1,4,1,False
76100,4,0,4,1,7,1,False
76110,4,1,4,2,7,3,False
76130,4,1,4,4,7,4,False
76140,4,0,1,1,4,1,False
76150,4,0,1,0,4,0,False
76160,4,1,4,1,7,2,False
76180,0,0,0,0,0,0,False
76190,4,0,1,0,4,0,False
76210,4,0,1,0,4,0,False
76230,4,1,0,0,4,1,False
76240,4,0,1,0,4,0,False
76250,4,0,1,0,4,0,False
76280,4,1,1,1,4,1,False
76300,4,1,4,2,7,3,False
76340,4,0,1,0,4,0,False
76350,4,0,1,0,4,0,False
76360,4,1,1,0,4,1,False
76370,4,1,1,1,4,1,False
76380,4,1,1,1,4,1,False
76400,4,0,1,0,4,0,False
76430,4,1,1,1,4,1,False
76460,4,1,1,0,4,1,False
76470,4,0,0,0,4,0,False
76490,4,1,5,4,8,4,False
76700,4,1,1,1,4,1,False
76710,0,0,0,0,0,0,False
76730,4,1,1,1,4,1,False
76740,4,0,1,0,4,0,False
76760,4,0,0,0,4,0,False
76770,4,0,0,0,4,0,False
76780,4,1,1,1,4,1,False
76790,4,1,4,2,7,2,False
76810,0,0,0,0,0,0,False
76820,4,0,1,0,4,0,False
76830,4,1,1,1,4,1,False
76850,4,1,4,4,7,4,False
76860,4,1,1,0,4,1,False
76870,4,0,1,0,4,0,False
76890,2,0,1,0,2,0,False
76920,2,0,4,2,5,2,False
76940,4,0,4,1,7,1,False
76950,4,1,1,0,4,1,False
76980,4,1,1,0,4,1,False
77010,4,1,5,4,8,4,False
77020,4,1,1,0,4,1,False
77050,4,1,0,0,4,1,False
77070,4,0,1,0,4,0,False
77090,4,0,1,0,4,0,False
77110,4,1,4,3,7,3,False
77130,4,0,1,0,4,0,False
77150,4,1,4,3,7,3,False
77160,4,1,4,3,7,4,False
77170,4,0,4,4,7,4,False
77180,4,1,4,4,7,4,False
77190,4,0,1,0,4,0,False
77210,4,1,4,4,7,4,False
77220,4,0,1,1,4,1,False
77230,4,1,1,1,4,1,False
77250,4,1,4,3,7,3,False
77260,4,1,1,0,4,1,False
77270,4,1,4,1,7,1,False
77290,4,1,4,4,7,4,False
77300,4,1,4,4,7,4,False
77310,4,1,4,4,7,4,False
77320,4,1,4,3,7,3,False
77330,4,1,5,5,8,5,False
77340,4,1,4,3,7,3,False
77350,4,0,5,2,8,2,False
77390,4,1,4,4,7,4,False
77400,4,1,4,4,7,4,False
77410,4,1,4,4,7,4,False
77430,4,0,1,0,4,0,False
77440,4,1,4,4,7,4,False
77450,4,1,4,3,7,4,False
77460,4,0,4,1,7,1,False
77470,4,1,5,3,8,3,False
77490,4,1,1,0,4,1,False
77510,4,1,5,5,8,5,False
77520,4,1,4,4,7,4,False
77600,4,1,4,4,7,4,False
77620,4,1,4,4,7,4,False
77690,4,0,4,2,7,2,False
77710,4,0,1,0,4,0,False
77740,4,1,4,2,7,2,False
77750,4,0,1,0,4,0,False
77760,4,0,4,3,7,3,False
77770,4,0,4,4,7,4,False
77790,2,0,4,1,5,1,False
77800,4,1,4,3,7,4,False
77810,4,0,1,1,4,1,False
77820,4,1,1,1,4,1,False
77910,4,0,1,0,4,0,False
77920,4,1,1,1,4,1,False
77930,4,0,1,1,4,1,False
77940,4,1,4,0,7,1,False
77950,4,0,1,0,4,0,False
78000,4,0,1,0,4,0,False
78030,4,0,4,4,7,4,False
78040,4,0,1,1,4,1,False
78050,4,0,1,0,4,0,False
78060,4,1,4,3,7,4,False
78070,4,1,1,0,4,1,False
78080,4,0,1,1,4,1,False
78090,4,1,1,1,4,1,False
78100,4,0,1,0,4,0,False
78110,4,0,1,1,4,1,False
78120,4,0,1,0,4,0,False
78130,4,0,1,0,4,0,False
78140,4,0,1,0,4,0,False
78150,4,1,1,0,4,1,False
78160,0,0,0,0,0,0,False
78170,4,1,4,3,7,4,False
78180,4,1,4,3,7,4,False
78190,4,0,1,0,4,0,False
78200,4,1,1,0,4,1,False
78210,4,1,4,4,7,4,False
78220,4,0,1,0,4,0,False
78230,4,0,1,1,4,1,False
78260,4,1,4,4,7,4,False
78270,4,0,1,0,4,0,False
78290,0,0,0,0,0,0,False
78310,4,0,1,0,4,0,False
78320,4,1,5,4,8,4,False
78330,4,0,1,0,4,0,False
78360,4,0,1,0,4,0,False
78370,4,0,1,0,4,0,False
78380,0,0,0,0,0,0,False
78390,4,1,4,4,7,4,False
78400,4,1,1,0,4,1,False
78410,4,1,1,1,4,1,False
78440,4,0,4,3,7,3,False
78460,4,1,4,4,7,4,False
78470,4,1,1,0,4,1,False
78490,4,0,1,1,4,1,False
78500,4,0,1,1,4,1,False
78510,4,0,1,0,4,0,False
78560,4,1,1,1,4,1,False
78570,0,0,0,0,0,0,False
78590,4,1,4,0,7,1,False
78600,2,1,4,4,5,4,False
78630,4,0,1,0,4,0,False
78640,4,1,4,4,7,4,False
78650,4,0,1,0,4,0,False
78670,4,1,4,4,7,4,False
78680,4,1,4,4,7,4,False
78710,4,1,1,0,4,1,False
78720,4,0,1,0,4,0,False
78740,4,1,4,3,7,3,False
78750,4,0,1,0,4,0,False
78770,0,0,1,0,1,0,False
78780,4,0,1,0,4,0,False
78790,4,1,1,0,4,1,False
78830,4,0,1,0,4,0,False
78850,4,0,1,0,4,0,False
78860,4,0,1,0,4,0,False
78870,4,0,1,0,4,0,False
78880,4,1,4,3,7,4,False
78930,4,1,1,1,4,1,False
78950,0,0,0,0,0,0,False
78960,4,0,1,0,4,0,False
78970,4,0,1,0,4,0,False
78980,4,0,1,0,4,0,False
78990,0,0,0,0,0,0,False
79010,4,1,1,0,4,1,False
79020,4,0,1,0,4,0,False
79050,0,0,0,0,0,0,False
79060,4,1,4,4,7,4,False
79080,4,0,4,1,7,1,False
79110,4,1,5,4,8,4,False
79120,4,1,5,4,8,4,False
79140,4,1,4,3,7,3,False
79150,4,1,4,3,7,3,False
79160,4,0,1,0,4,0,False
79170,4,1,1,1,4,1,False
79180,4,0,1,0,4,0,False
79190,4,0,1,0,4,0,False
79210,4,1,1,1,4,1,False
79220,4,0,1,0,4,0,False
79230,4,0,1,0,4,0,False
79250,4,1,4,1,7,1,False
79270,4,1,1,1,4,1,False
79280,4,0,1,0,4,0,False
79310,4,0,1,1,4,1,False
79320,4,1,1,1,4,1,False
79360,4,1,5,5,8,5,False
79370,4,1,1,0,4,1,False
79380,4,0,1,0,4,0,False
79390,4,0,1,0,4,0,False
79400,4,0,1,1,4,1,False
79420,4,0,4,2,7,2,False
79430,4,1,4,3,7,4,False
79440,4,0,4,4,7,4,False
79450,0,0,0,0,0,0,False
79460,4,0,1,1,4,1,False
79470,4,1,4,4,7,4,False
79490,4,1,4,4,7,4,False
79510,4,1,5,4,8,4,False
79520,4,1,1,1,4,1,False
79530,4,0,1,0,4,0,False
79550,4,1,1,1,4,1,False
79560,4,1,4,4,7,4,False
79570,0,0,1,0,1,0,False
79580,4,1,1,0,4,1,False
79610,0,0,0,0,0,0,False
79620,4,0,1,0,4,0,False
79630,4,0,1,0,4,0,False
79650,4,1,4,4,7,4,False
79660,4,1,4,4,7,4,False
79700,4,1,4,4,7,4,False
79710,4,1,4,0,7,1,False
79720,4,0,4,3,7,3,False
79740,4,1,5,5,8,5,False
79750,4,0,1,0,4,0,False
79760,4,1,4,3,7,3,False
79790,4,1,4,4,7,4,False
79800,4,0,1,0,4,0,False
79810,4,1,4,4,7,4,False
79830,4,0,1,1,4,1,False
79840,4,1,5,4,8,4,False
79850,4,0,1,0,4,0,False
