opportunity,session,selectionTime,path,reason,gateMask,rows,remainingActive,missingRegular,fullSessionEvaluable,terminalAuctionObserved,nearMorningEnd,nearAfternoonEnd,crossesLunch
2025-08-06|36700,2025-08-06,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,15,25,11,True,True,False,True,False
2025-08-06|36730,2025-08-06,14:00,DIRECT_CONTINUATION,,NONE,54,85,32,True,True,False,False,False
2025-08-06|38030,2025-08-06,10:00,MULTI_SWING_CHOP,,NONE,208,265,59,True,True,False,False,True
2025-08-06|39080,2025-08-06,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,72,265,195,True,True,False,False,True
2025-08-06|39920,2025-08-06,14:30,MULTI_SWING_CHOP,,NONE,56,55,0,True,True,False,False,False
2025-08-06|41660,2025-08-06,11:00,MULTI_SWING_CHOP,,NONE,174,205,33,True,True,True,False,True
2025-08-06|44750,2025-08-06,10:30,MULTI_SWING_CHOP,,NONE,235,235,2,True,True,False,False,True
2025-08-06|47600,2025-08-06,11:00,PULLBACK_RECOVERY,,NONE,20,205,187,True,True,True,False,True
2025-08-06|49370,2025-08-06,09:30,MULTI_SWING_CHOP,,NONE,154,295,143,True,True,False,False,True
2025-08-06|49800,2025-08-06,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-08-06|57410,2025-08-06,14:30,MULTI_SWING_CHOP,,NONE,52,55,4,True,True,False,False,False
2025-08-06|58840,2025-08-06,10:30,MULTI_SWING_CHOP,,NONE,210,235,27,True,True,False,False,True
2025-08-06|60440,2025-08-06,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,34,175,142,True,True,True,False,False
2025-08-06|64440,2025-08-06,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-08-06|64790,2025-08-06,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-08-06|65740,2025-08-06,10:00,MULTI_SWING_CHOP,,NONE,260,265,7,True,True,False,False,True
2025-08-06|67030,2025-08-06,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-08-06|70120,2025-08-06,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-08-06|71380,2025-08-06,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,40,175,136,True,True,True,False,False
2025-08-06|72380,2025-08-06,11:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,93,175,83,True,True,True,False,False
2025-08-06|74260,2025-08-06,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,55,35,True,True,False,False,False
2025-08-06|76940,2025-08-06,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,131,295,165,True,True,False,False,True
2025-08-06|77770,2025-08-06,09:30,MULTI_SWING_CHOP,,NONE,273,295,24,True,True,False,False,True
2025-08-06|90870,2025-08-06,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,7,235,228,False,False,False,False,True
2025-08-06|91270,2025-08-06,10:00,DIRECT_CONTINUATION,,NONE,51,265,215,True,True,False,False,True
2025-08-06|94760,2025-08-06,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,35,85,51,True,True,False,False,False
2025-08-06|99130,2025-08-06,10:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,16,265,250,True,True,False,False,True
2025-08-07|130A0,2025-08-07,10:30,PULLBACK_RECOVERY,,NONE,176,235,61,True,True,False,False,True
2025-08-07|17200,2025-08-07,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,262,295,35,True,True,False,False,True
2025-08-07|18070,2025-08-07,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,85,79,True,True,False,False,False
2025-08-07|18150,2025-08-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,23,25,3,True,True,False,True,False
2025-08-07|19090,2025-08-07,13:00,PULLBACK_RECOVERY,,NONE,49,145,97,True,True,False,False,False
2025-08-07|21520,2025-08-07,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,175,163,True,True,True,False,False
2025-08-07|218A0,2025-08-07,09:30,MULTI_SWING_CHOP,,NONE,292,295,5,True,True,False,False,True
2025-08-07|23210,2025-08-07,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,218,295,79,True,True,False,False,True
2025-08-07|31030,2025-08-07,10:30,MULTI_SWING_CHOP,,NONE,215,235,22,True,True,False,False,True
2025-08-07|31850,2025-08-07,11:00,MULTI_SWING_CHOP,,NONE,171,205,36,True,True,True,False,True
2025-08-07|31950,2025-08-07,09:30,MULTI_SWING_CHOP,,NONE,272,295,25,True,True,False,False,True
2025-08-07|36730,2025-08-07,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,150,205,57,True,True,True,False,True
2025-08-07|36910,2025-08-07,10:00,MULTI_SWING_CHOP,,NONE,104,265,163,True,True,False,False,True
2025-08-07|37760,2025-08-07,10:30,MULTI_SWING_CHOP,,NONE,209,235,28,True,True,False,False,True
2025-08-07|38100,2025-08-07,10:00,PULLBACK_RECOVERY,,NONE,136,265,130,True,True,False,False,True
2025-08-07|39470,2025-08-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,13,25,13,True,True,False,True,False
2025-08-07|40120,2025-08-07,13:00,MULTI_SWING_CHOP,,NONE,110,145,36,True,True,False,False,False
2025-08-07|40820,2025-08-07,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,43,205,163,True,True,True,False,True
2025-08-07|41000,2025-08-07,10:00,PERSISTENT_WEAKNESS,,NONE,43,265,223,True,True,False,False,True
2025-08-07|49170,2025-08-07,13:00,PERSISTENT_WEAKNESS,,NONE,143,145,3,True,True,False,False,False
2025-08-07|51100,2025-08-07,13:30,PERSISTENT_WEAKNESS,,NONE,116,115,0,True,True,False,False,False
2025-08-07|52550,2025-08-07,11:30,MULTI_SWING_CHOP,,NONE,169,175,7,True,True,True,False,False
2025-08-07|52900,2025-08-07,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,49,205,158,True,True,True,False,True
2025-08-07|55770,2025-08-07,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,54,85,32,True,True,False,False,False
2025-08-07|58010,2025-08-07,14:30,MULTI_SWING_CHOP,,NONE,56,55,0,True,True,False,False,False
2025-08-07|63240,2025-08-07,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-08-07|65170,2025-08-07,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,34,55,22,True,True,False,False,False
2025-08-07|66380,2025-08-07,13:00,MULTI_SWING_CHOP,,NONE,139,145,7,True,True,False,False,False
2025-08-07|69190,2025-08-07,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,22,85,64,True,True,False,False,False
2025-08-07|70920,2025-08-07,14:30,PULLBACK_RECOVERY,,NONE,31,55,25,True,True,False,False,False
2025-08-07|74260,2025-08-07,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,78,265,188,True,True,False,False,True
2025-08-07|75710,2025-08-07,11:30,MULTI_SWING_CHOP,,NONE,144,175,32,True,True,True,False,False
2025-08-07|76150,2025-08-07,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,103,235,133,True,True,False,False,True
2025-08-07|76190,2025-08-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,7,25,19,True,True,False,True,False
2025-08-07|78510,2025-08-07,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,73,205,133,True,True,True,False,True
2025-08-07|80220,2025-08-07,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,116,115,0,True,True,False,False,False
2025-08-07|82820,2025-08-07,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-08-07|87470,2025-08-07,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,85,78,True,True,False,False,False
2025-08-07|90290,2025-08-07,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,115,109,True,True,False,False,False
2025-08-07|91270,2025-08-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,9,25,17,True,True,False,True,False
2025-08-07|93300,2025-08-07,10:00,DIRECT_CONTINUATION,,NONE,72,265,194,True,True,False,False,True
2025-08-07|98880,2025-08-07,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,36,55,20,True,True,False,False,False
2025-08-07|99080,2025-08-07,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,35,115,81,True,True,False,False,False
2025-08-08|155A0,2025-08-08,11:00,MULTI_SWING_CHOP,,NONE,171,205,36,True,True,True,False,True
2025-08-08|18270,2025-08-08,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,25,25,1,True,True,False,True,False
2025-08-08|18880,2025-08-08,13:00,PULLBACK_RECOVERY,,NONE,64,145,82,True,True,False,False,False
2025-08-08|21640,2025-08-08,13:00,MULTI_SWING_CHOP,,NONE,108,145,38,True,True,False,False,False
2025-08-08|23210,2025-08-08,13:30,MULTI_SWING_CHOP,,NONE,115,115,1,True,True,False,False,False
2025-08-08|245A0,2025-08-08,10:30,PULLBACK_RECOVERY,,NONE,53,235,183,True,True,False,False,True
2025-08-08|265A0,2025-08-08,11:00,MULTI_SWING_CHOP,,NONE,203,205,4,True,True,True,False,True
2025-08-08|28130,2025-08-08,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,62,85,24,True,True,False,False,False
2025-08-08|28150,2025-08-08,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,211,235,26,True,True,False,False,True
2025-08-08|30790,2025-08-08,11:30,MULTI_SWING_CHOP,,NONE,62,175,114,True,True,True,False,False
2025-08-08|31850,2025-08-08,10:30,MULTI_SWING_CHOP,,NONE,130,235,107,True,True,False,False,True
2025-08-08|34050,2025-08-08,11:30,PERSISTENT_WEAKNESS,,NONE,176,175,0,True,True,True,False,False
2025-08-08|36280,2025-08-08,09:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,295,280,True,True,False,False,True
2025-08-08|36700,2025-08-08,11:30,MULTI_SWING_CHOP,,NONE,111,175,65,True,True,True,False,False
2025-08-08|37730,2025-08-08,13:00,MULTI_SWING_CHOP,,NONE,143,145,3,True,True,False,False,False
2025-08-08|38140,2025-08-08,09:30,MULTI_SWING_CHOP,,NONE,208,295,89,True,True,False,False,True
2025-08-08|43160,2025-08-08,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,71,85,15,True,True,False,False,False
2025-08-08|45190,2025-08-08,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-08-08|45720,2025-08-08,10:30,MULTI_SWING_CHOP,,NONE,136,235,101,True,True,False,False,True
2025-08-08|46110,2025-08-08,14:30,PULLBACK_RECOVERY,,NONE,55,55,1,True,True,False,False,False
2025-08-08|52540,2025-08-08,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,139,205,68,True,True,True,False,True
2025-08-08|52680,2025-08-08,13:30,PULLBACK_RECOVERY,,NONE,25,115,91,True,True,False,False,False
2025-08-08|52690,2025-08-08,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,29,55,27,True,True,False,False,False
2025-08-08|53930,2025-08-08,09:30,CONSOLIDATION_BREAKOUT,,NONE,269,295,28,True,True,False,False,True
2025-08-08|57150,2025-08-08,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,220,265,47,True,True,False,False,True
2025-08-08|58050,2025-08-08,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-08-08|58670,2025-08-08,10:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,16,265,249,False,False,False,False,True
2025-08-08|58840,2025-08-08,10:00,PULLBACK_RECOVERY,,NONE,135,265,132,True,True,False,False,True
2025-08-08|59650,2025-08-08,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,29,55,27,True,True,False,False,False
2025-08-08|62470,2025-08-08,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,18,25,8,True,True,False,True,False
2025-08-08|64440,2025-08-08,14:00,MULTI_SWING_CHOP,,NONE,77,85,9,True,True,False,False,False
2025-08-08|65070,2025-08-08,14:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,86,85,0,True,True,False,False,False
2025-08-08|68400,2025-08-08,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,63,205,143,True,True,True,False,True
2025-08-08|71200,2025-08-08,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,16,25,10,True,True,False,True,False
2025-08-08|75710,2025-08-08,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-08-08|78780,2025-08-08,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,47,265,219,True,True,False,False,True
2025-08-08|89190,2025-08-08,09:30,MULTI_SWING_CHOP,,NONE,277,295,20,True,True,False,False,True
2025-08-08|91710,2025-08-08,14:30,PERSISTENT_WEAKNESS,,NONE,29,55,27,True,True,False,False,False
2025-08-08|93300,2025-08-08,11:00,MULTI_SWING_CHOP,,NONE,121,205,85,True,True,True,False,True
2025-08-08|97800,2025-08-08,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,52,115,64,True,True,False,False,False
2025-08-12|149A0,2025-08-12,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,55,50,True,True,False,False,False
2025-08-12|17950,2025-08-12,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,175,164,True,True,True,False,False
2025-08-12|19140,2025-08-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,24,25,2,True,True,False,True,False
2025-08-12|21640,2025-08-12,10:00,PULLBACK_RECOVERY,,NONE,115,265,151,True,True,False,False,True
2025-08-12|23210,2025-08-12,10:00,MULTI_SWING_CHOP,,NONE,264,265,3,True,True,False,False,True
2025-08-12|253A0,2025-08-12,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,92,115,24,True,True,False,False,False
2025-08-12|30770,2025-08-12,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,71,145,75,True,True,False,False,False
2025-08-12|30790,2025-08-12,11:00,MULTI_SWING_CHOP,,NONE,151,205,56,True,True,True,False,True
2025-08-12|32710,2025-08-12,10:30,MULTI_SWING_CHOP,,NONE,186,235,51,True,True,False,False,True
2025-08-12|341A0,2025-08-12,09:30,MULTI_SWING_CHOP,,NONE,292,295,5,True,True,False,False,True
2025-08-12|36700,2025-08-12,10:30,MULTI_SWING_CHOP,,NONE,194,235,43,True,True,False,False,True
2025-08-12|38030,2025-08-12,11:30,MULTI_SWING_CHOP,,NONE,107,175,69,True,True,True,False,False
2025-08-12|39280,2025-08-12,14:30,MULTI_SWING_CHOP,,NONE,48,55,8,True,True,False,False,False
2025-08-12|41190,2025-08-12,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,115,99,True,True,False,False,False
2025-08-12|41720,2025-08-12,13:00,PERSISTENT_WEAKNESS,,NONE,21,145,125,True,True,False,False,False
2025-08-12|43700,2025-08-12,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,30,235,206,True,True,False,False,True
2025-08-12|43930,2025-08-12,13:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,110,115,6,True,True,False,False,False
2025-08-12|44160,2025-08-12,10:00,PERSISTENT_WEAKNESS,,NONE,95,265,171,True,True,False,False,True
2025-08-12|44480,2025-08-12,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,185,295,112,True,True,False,False,True
2025-08-12|45560,2025-08-12,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE,23,235,212,False,False,False,False,True
2025-08-12|45630,2025-08-12,09:30,MULTI_SWING_CHOP,,NONE,293,295,4,True,True,False,False,True
2025-08-12|45980,2025-08-12,11:30,MULTI_SWING_CHOP,,NONE,135,175,41,True,True,True,False,False
2025-08-12|51620,2025-08-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,13,25,13,True,True,False,True,False
2025-08-12|53370,2025-08-12,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,38,175,138,True,True,True,False,False
2025-08-12|58580,2025-08-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,13,25,13,True,True,False,True,False
2025-08-12|65740,2025-08-12,13:30,PULLBACK_RECOVERY,,NONE,79,115,37,True,True,False,False,False
2025-08-12|66620,2025-08-12,09:30,PULLBACK_RECOVERY,,NONE,48,295,249,True,True,False,False,True
2025-08-12|70590,2025-08-12,14:30,MULTI_SWING_CHOP,,NONE,56,55,0,True,True,False,False,False
2025-08-12|70600,2025-08-12,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,88,145,58,True,True,False,False,False
2025-08-12|70900,2025-08-12,10:00,PULLBACK_RECOVERY,,NONE,38,265,228,True,True,False,False,True
2025-08-12|81050,2025-08-12,11:00,MULTI_SWING_CHOP,,NONE,200,205,7,True,True,True,False,True
2025-08-12|81310,2025-08-12,09:30,PULLBACK_RECOVERY,,NONE,116,295,181,True,True,False,False,True
2025-08-12|92370,2025-08-12,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,11,145,134,False,False,False,False,False
2025-08-12|93220,2025-08-12,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,55,35,True,True,False,False,False
2025-08-12|93650,2025-08-12,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,63,205,143,True,True,True,False,True
2025-08-12|97550,2025-08-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-08-12|97670,2025-08-12,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,145,144,True,True,False,False,False
2025-08-12|99760,2025-08-12,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,55,54,True,True,False,False,False
2025-08-13|148A0,2025-08-13,11:30,PULLBACK_RECOVERY,,NONE,54,175,122,True,True,True,False,False
2025-08-13|17110,2025-08-13,13:30,MULTI_SWING_CHOP,,NONE,64,115,52,True,True,False,False,False
2025-08-13|218A0,2025-08-13,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-08-13|21950,2025-08-13,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,41,295,256,True,True,False,False,True
2025-08-13|23210,2025-08-13,10:30,MULTI_SWING_CHOP,,NONE,231,235,6,True,True,False,False,True
2025-08-13|23300,2025-08-13,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,84,85,2,True,True,False,False,False
2025-08-13|24800,2025-08-13,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,205,200,True,True,True,False,True
2025-08-13|253A0,2025-08-13,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,169,265,98,True,True,False,False,True
2025-08-13|26670,2025-08-13,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,37,85,49,True,True,False,False,False
2025-08-13|29810,2025-08-13,09:30,MULTI_SWING_CHOP,,NONE,140,295,157,True,True,False,False,True
2025-08-13|30700,2025-08-13,11:30,PERSISTENT_WEAKNESS,,NONE,99,175,77,True,True,True,False,False
2025-08-13|37120,2025-08-13,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,55,51,True,True,False,False,False
2025-08-13|38040,2025-08-13,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,2,145,143,False,False,False,False,False
2025-08-13|38420,2025-08-13,13:00,PULLBACK_RECOVERY,,NONE,68,145,78,True,True,False,False,False
2025-08-13|40200,2025-08-13,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20|REMAINING_LT30,1,25,24,False,False,False,True,False
2025-08-13|42400,2025-08-13,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,104,145,42,True,True,False,False,False
2025-08-13|43160,2025-08-13,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,44,55,12,True,True,False,False,False
2025-08-13|45860,2025-08-13,10:00,MULTI_SWING_CHOP,,NONE,242,265,25,True,True,False,False,True
2025-08-13|49350,2025-08-13,10:30,MULTI_SWING_CHOP,,NONE,230,235,6,True,True,False,False,True
2025-08-13|51370,2025-08-13,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-08-13|56120,2025-08-13,09:30,MULTI_SWING_CHOP,,NONE,264,295,33,True,True,False,False,True
2025-08-13|58700,2025-08-13,14:00,MULTI_SWING_CHOP,,NONE,71,85,15,True,True,False,False,False
2025-08-13|60310,2025-08-13,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,177,295,120,True,True,False,False,True
2025-08-13|62320,2025-08-13,11:00,MULTI_SWING_CHOP,,NONE,200,205,7,True,True,True,False,True
2025-08-13|63400,2025-08-13,14:30,PERSISTENT_WEAKNESS,,NONE,45,55,11,True,True,False,False,False
2025-08-13|66200,2025-08-13,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-08-13|66350,2025-08-13,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,20,115,96,True,True,False,False,False
2025-08-13|68400,2025-08-13,10:00,MULTI_SWING_CHOP,,NONE,179,265,88,True,True,False,False,True
2025-08-13|70390,2025-08-13,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,20,145,126,True,True,False,False,False
2025-08-13|70900,2025-08-13,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,24,235,212,True,True,False,False,True
2025-08-13|72710,2025-08-13,11:00,MULTI_SWING_CHOP,,NONE,154,205,53,True,True,True,False,True
2025-08-13|73690,2025-08-13,13:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,104,115,12,True,True,False,False,False
2025-08-13|78220,2025-08-13,14:30,MULTI_SWING_CHOP,,NONE,56,55,0,True,True,False,False,False
2025-08-13|79060,2025-08-13,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,255,265,12,True,True,False,False,True
2025-08-13|89950,2025-08-13,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,111,235,126,True,True,False,False,True
2025-08-13|92290,2025-08-13,09:30,MULTI_SWING_CHOP,,NONE,257,295,40,True,True,False,False,True
2025-08-14|155A0,2025-08-14,09:30,MULTI_SWING_CHOP,,NONE,205,295,92,True,True,False,False,True
2025-08-14|173A0,2025-08-14,13:00,PULLBACK_RECOVERY,,NONE,43,145,103,True,True,False,False,False
2025-08-14|23210,2025-08-14,09:30,MULTI_SWING_CHOP,,NONE,290,295,7,True,True,False,False,True
2025-08-14|25860,2025-08-14,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-08-14|26730,2025-08-14,11:30,MULTI_SWING_CHOP,,NONE,160,175,16,True,True,True,False,False
2025-08-14|281A0,2025-08-14,10:00,MULTI_SWING_CHOP,,NONE,255,265,12,True,True,False,False,True
2025-08-14|30790,2025-08-14,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,124,265,143,True,True,False,False,True
2025-08-14|35610,2025-08-14,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,136,145,10,True,True,False,False,False
2025-08-14|38140,2025-08-14,10:30,MULTI_SWING_CHOP,,NONE,198,235,39,True,True,False,False,True
2025-08-14|39130,2025-08-14,13:30,MULTI_SWING_CHOP,,NONE,112,115,4,True,True,False,False,False
2025-08-14|39270,2025-08-14,14:30,PULLBACK_RECOVERY,,NONE,40,55,16,True,True,False,False,False
2025-08-14|39400,2025-08-14,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,22,25,4,True,True,False,True,False
2025-08-14|39970,2025-08-14,13:00,MULTI_SWING_CHOP,,NONE,138,145,8,True,True,False,False,False
2025-08-14|40310,2025-08-14,14:30,DIRECT_CONTINUATION,,NONE,41,55,15,True,True,False,False,False
2025-08-14|42220,2025-08-14,14:00,MULTI_SWING_CHOP,,NONE,85,85,1,True,True,False,False,False
2025-08-14|42400,2025-08-14,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,79,235,158,True,True,False,False,True
2025-08-14|42550,2025-08-14,09:30,PULLBACK_RECOVERY,,NONE,50,295,246,True,True,False,False,True
2025-08-14|44840,2025-08-14,11:00,MULTI_SWING_CHOP,,NONE,180,205,27,True,True,True,False,True
2025-08-14|45860,2025-08-14,10:00,MULTI_SWING_CHOP,,NONE,257,265,10,True,True,False,False,True
2025-08-14|48830,2025-08-14,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,133,295,164,True,True,False,False,True
2025-08-14|52550,2025-08-14,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,56,55,0,True,True,False,False,False
2025-08-14|55770,2025-08-14,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,156,295,141,True,True,False,False,True
